0,1,2,3,4,5,6
-1.2261283,-0.48261428,-0.8594665,0.8490149,-1.4986705,-0.61623514,-0.25542438
-1.1833198,-0.46350628,-0.83462167,0.86549306,-1.4494493,-0.6105391,-0.22370714
-1.1735203,-0.45973942,-0.83422065,0.8649895,-1.4448035,-0.60383755,-0.21181914
-1.1695845,-0.4640218,-0.8408648,0.845317,-1.4442995,-0.60720587,-0.23137088
-1.1319277,-0.45354813,-0.82947934,0.8541601,-1.3647302,-0.6028045,-0.21496765
-1.1400532,-0.4585706,-0.8390728,0.85063905,-1.3533022,-0.6071613,-0.21619678
-1.1571854,-0.45783722,-0.8422058,0.86392283,-1.3537048,-0.6037624,-0.18631984
-1.1609809,-0.45615673,-0.84098864,0.86722934,-1.3448099,-0.5997066,-0.17200245
-1.1408861,-0.44307762,-0.8267188,0.88853,-1.318169,-0.5852566,-0.1288674
-1.1562572,-0.4484669,-0.8368284,0.86690485,-1.3486373,-0.5865052,-0.13827348
-1.1539478,-0.44781053,-0.8397821,0.85486305,-1.3266428,-0.58241695,-0.136512
-1.1240392,-0.43661806,-0.8254661,0.87179494,-1.2801151,-0.5714905,-0.1067065
-1.1246963,-0.4398362,-0.82427645,0.8645657,-1.2817695,-0.57161856,-0.116526045
-1.1421227,-0.45656997,-0.8387409,0.83511126,-1.2878141,-0.58325815,-0.16644442
-1.1740332,-0.48301393,-0.8622526,0.778633,-1.3048434,-0.60728157,-0.26811975
-1.1684922,-0.5002599,-0.8693351,0.73420465,-1.2506151,-0.62701774,-0.3786696
-1.1398957,-0.49069732,-0.84758115,0.7731267,-1.2385445,-0.62611425,-0.36480048
-1.12858,-0.48828393,-0.84361124,0.8102381,-1.2444594,-0.61821514,-0.34844917
-1.1178918,-0.4862882,-0.84272534,0.81884515,-1.2126981,-0.60719216,-0.3329512
-1.1290729,-0.49156398,-0.8543721,0.81279075,-1.2163434,-0.6037612,-0.32596922
-1.1299713,-0.48724842,-0.85288066,0.82714486,-1.2203109,-0.59713733,-0.29142606
-1.1758523,-0.5007256,-0.87480557,0.8138977,-1.2964709,-0.6058172,-0.29323056
-1.203724,-0.5072994,-0.88364273,0.7973901,-1.3497611,-0.6116709,-0.30444878
-1.223701,-0.51322365,-0.89175797,0.7764456,-1.390193,-0.6174472,-0.33310983
-1.2088234,-0.51265496,-0.8879693,0.774353,-1.341264,-0.6177143,-0.34531993
-1.189363,-0.5027956,-0.86907053,0.78919905,-1.339519,-0.62062496,-0.3306878
-1.209972,-0.51118535,-0.8789414,0.7885128,-1.3435912,-0.622512,-0.3251014
-1.2317,-0.51905847,-0.8854545,0.78417003,-1.3184769,-0.6216018,-0.30802533
-1.248269,-0.52363306,-0.8864956,0.77651465,-1.3075781,-0.620101,-0.29880482
-1.281379,-0.53696454,-0.89839685,0.7472098,-1.3285604,-0.62740844,-0.32546252
-1.269053,-0.5352969,-0.8871794,0.7470138,-1.2875869,-0.6264282,-0.324865
-1.2710965,-0.54001164,-0.883732,0.73268414,-1.2604165,-0.62409043,-0.34075722
-1.2365894,-0.52726567,-0.8603872,0.76324487,-1.1794308,-0.6084734,-0.2849493
-1.2312944,-0.5303126,-0.85884714,0.77465224,-1.1235456,-0.59689814,-0.25747183
-1.2572913,-0.54055786,-0.86984074,0.7680304,-1.1663144,-0.5952118,-0.25558975
-1.2232625,-0.52508193,-0.84873974,0.81094146,-1.1336584,-0.5777613,-0.19510435
-1.221373,-0.52778035,-0.8449484,0.81047326,-1.1396406,-0.5747368,-0.20028254
-1.2301515,-0.5388866,-0.8510957,0.7922311,-1.1428585,-0.5799009,-0.23007478
-1.1879754,-0.5273032,-0.8236388,0.8183358,-1.0654081,-0.56424046,-0.19954664
-1.2013912,-0.5295734,-0.82208794,0.81977326,-1.1046227,-0.56163394,-0.20780204
-1.2140976,-0.53527474,-0.8269351,0.80368865,-1.1299752,-0.5677209,-0.23162505
-1.2132792,-0.5433724,-0.8329102,0.78932315,-1.1080989,-0.57298684,-0.2517891
-1.2186401,-0.54945576,-0.83929646,0.7853178,-1.1038985,-0.5755028,-0.24849588
-1.187807,-0.5401613,-0.82439613,0.8204664,-1.0572802,-0.56600225,-0.2146855
-1.2063326,-0.5618398,-0.84608626,0.78776413,-1.0134633,-0.5805154,-0.26748744
-1.2285062,-0.5740093,-0.8548391,0.78245497,-1.0113697,-0.5852833,-0.2755127
-1.2751181,-0.60979486,-0.8907026,0.71343994,-0.9843869,-0.6089638,-0.36018893
-1.271364,-0.60808283,-0.8814944,0.72934204,-0.95781094,-0.60524297,-0.32887346
-1.2869244,-0.60890085,-0.8818482,0.7400849,-1.028343,-0.6050018,-0.3248499
-1.2717419,-0.6119645,-0.880834,0.72660065,-1.0043863,-0.6103462,-0.35929447
-1.2739077,-0.6191791,-0.88800603,0.7109121,-1.0003653,-0.6172935,-0.38250998
-1.2662661,-0.6258303,-0.893139,0.7019217,-0.9719809,-0.62290174,-0.39664382
-1.2193186,-0.60865855,-0.8638674,0.7544949,-0.91058636,-0.6135251,-0.3372
-1.2397708,-0.60713315,-0.8626147,0.77850986,-0.981182,-0.60785824,-0.30105427
-1.2371075,-0.6063331,-0.8598956,0.7753369,-0.9770484,-0.6080895,-0.30183226
-1.2961724,-0.6204127,-0.88194394,0.73434246,-1.0955749,-0.6182932,-0.34686095
-1.3559792,-0.63925666,-0.9123448,0.68135095,-1.1937182,-0.63436407,-0.4106669
-1.3558824,-0.63466084,-0.9093702,0.6899866,-1.2799661,-0.6459783,-0.41363502
-1.3570502,-0.6489416,-0.9225534,0.6601021,-1.2724782,-0.65673894,-0.48739734
-1.352689,-0.65079445,-0.9260708,0.65734047,-1.2777592,-0.6562547,-0.50085616
-1.3142369,-0.6456658,-0.9184295,0.66320205,-1.1929448,-0.6530218,-0.49314526
-1.3501892,-0.6634289,-0.9439921,0.6277929,-1.23424,-0.66929334,-0.5361092
-1.3642733,-0.66289175,-0.94473994,0.6391399,-1.3053277,-0.66702664,-0.51901066
-1.3443058,-0.6569232,-0.93166673,0.68174106,-1.3095328,-0.65519136,-0.48230577
-1.3462248,-0.6672687,-0.9391865,0.67672074,-1.2876046,-0.6563835,-0.49830645
-1.3726453,-0.669767,-0.9438988,0.68253267,-1.3799254,-0.65405345,-0.48705393
-1.3416378,-0.64979666,-0.92302966,0.7236302,-1.3634539,-0.6430795,-0.44340283
-1.3810446,-0.661503,-0.94350135,0.6972188,-1.4661751,-0.662789,-0.4970439
-1.3383069,-0.6500248,-0.92089653,0.7339033,-1.4345007,-0.65847445,-0.4676617
-1.2746844,-0.6373657,-0.90035987,0.77080154,-1.3415651,-0.67783856,-0.41447914
-1.2944573,-0.6519207,-0.91529024,0.7871772,-1.3320099,-0.68037605,-0.44319415
-1.3120711,-0.6598445,-0.9266057,0.7738913,-1.3314141,-0.6850604,-0.48138946
-1.309792,-0.6564512,-0.9210204,0.7892866,-1.3380816,-0.6844519,-0.47115612
-1.2539644,-0.63205105,-0.8865303,0.8623418,-1.2872653,-0.66665304,-0.38686717
-1.2383163,-0.6252908,-0.8730343,0.87816006,-1.2598083,-0.66023386,-0.37799922
-1.2463919,-0.63113356,-0.87811077,0.85201573,-1.2586645,-0.6647891,-0.42953193
-1.1914752,-0.6084352,-0.844944,0.89077353,-1.1784575,-0.65013146,-0.40305212
-1.1868553,-0.6026147,-0.83458555,0.8937205,-1.1556214,-0.64830446,-0.4199776
-1.2112784,-0.5985762,-0.8323835,0.8913415,-1.2026145,-0.64875734,-0.43215007
-1.2067906,-0.58288944,-0.815037,0.9227261,-1.2561731,-0.6418291,-0.39413947
-1.230509,-0.59672755,-0.82859683,0.8885983,-1.2819515,-0.6539878,-0.45533592
-1.2166908,-0.588535,-0.8138952,0.91794854,-1.2708504,-0.64045405,-0.41104588
-1.1994382,-0.56523395,-0.78864264,0.9775044,-1.3329645,-0.6190237,-0.32652178
-1.1719668,-0.55350196,-0.7739026,0.9961208,-1.3397654,-0.61045766,-0.30323505
-1.1519248,-0.55347496,-0.7727345,0.98814476,-1.3223586,-0.61358577,-0.31230778
-1.1453159,-0.55805254,-0.77535653,0.97546935,-1.3054945,-0.6153743,-0.32095343
-1.1370792,-0.56021893,-0.7737115,0.9677971,-1.274929,-0.6152431,-0.32498744
-1.100289,-0.54652363,-0.7499486,1.0050911,-1.2282041,-0.6026676,-0.27851433
-1.0904641,-0.53873587,-0.73681426,1.0274048,-1.2492609,-0.59764385,-0.25042534
-1.0556014,-0.5320005,-0.72135395,1.0382752,-1.1771917,-0.59179807,-0.24039742
-1.0324024,-0.52565956,-0.70761395,1.056875,-1.1229846,-0.58562493,-0.21645829
-1.0284936,-0.5175506,-0.69643825,1.086897,-1.1247444,-0.5802192,-0.17699507
-1.0246379,-0.51757383,-0.6926105,1.0915639,-1.110313,-0.5814641,-0.17246962
-1.064226,-0.5271996,-0.70815027,1.0699259,-1.196976,-0.5921536,-0.19405879
-1.0325526,-0.5245359,-0.69925255,1.0712098,-1.1740069,-0.5953409,-0.19950283
-1.0368547,-0.53432685,-0.7103924,1.0442425,-1.1938074,-0.6063646,-0.22821382
-0.95697385,-0.51037234,-0.6726531,1.0896943,-1.0830622,-0.5930585,-0.16700764
-0.96871006,-0.51651156,-0.67936873,1.0747524,-1.1056298,-0.6014501,-0.18656607
-0.97175336,-0.5255388,-0.6881694,1.0580385,-1.0692122,-0.60232484,-0.20249186
-0.9447064,-0.5158074,-0.67300224,1.0840065,-1.0398806,-0.59341514,-0.17126717
-0.9809704,-0.5369077,-0.69956064,1.0353243,-1.0791155,-0.6097304,-0.23610914
-0.949828,-0.53073025,-0.68855214,1.0507102,-1.0165147,-0.6005229,-0.2048654
-0.956112,-0.5296156,-0.68876666,1.0580868,-1.0357941,-0.5955267,-0.18426529
-0.94787,-0.52806306,-0.68580556,1.0543551,-1.0058994,-0.59452415,-0.18198285
-0.9422891,-0.5245446,-0.6810367,1.0647652,-0.99404734,-0.5891193,-0.16776472
-0.94914246,-0.5207242,-0.6808792,1.0802189,-0.99648297,-0.58103347,-0.15152179
-0.95510864,-0.52738345,-0.70451605,1.0828273,-0.99146545,-0.585173,-0.16853642
-0.99742776,-0.5294598,-0.6996988,1.0731392,-1.0949007,-0.5817039,-0.18591592
-1.0247352,-0.54288393,-0.7128672,1.0442009,-1.118504,-0.583988,-0.22811347
-1.0335823,-0.55292237,-0.724265,1.0368581,-1.0982614,-0.5802306,-0.24306482
-1.0027684,-0.5460284,-0.71157473,1.0713322,-1.0572513,-0.56371534,-0.20105448
-1.0067892,-0.54762113,-0.714046,1.0758926,-1.0901113,-0.56482524,-0.18760425
-1.0063223,-0.5440779,-0.71160805,1.0913181,-1.1258309,-0.56042665,-0.15916288
-1.0572431,-0.56485176,-0.74305856,1.0408626,-1.2201016,-0.57938457,-0.24412587
-1.0196966,-0.5599619,-0.7303823,1.049438,-1.1704513,-0.5769682,-0.24863365
-1.0062352,-0.5576682,-0.7244221,1.0428991,-1.1595542,-0.5779288,-0.26034978
-1.001626,-0.5610678,-0.73020935,1.0289093,-1.1509929,-0.5827925,-0.26308236
-0.94378245,-0.54312056,-0.70339,1.0606296,-1.0490717,-0.57361627,-0.20715378
-0.9328969,-0.5404632,-0.6956306,1.0834321,-1.022665,-0.5652895,-0.17868495
-0.9404689,-0.5379629,-0.6860311,1.0979481,-1.0461991,-0.55678487,-0.14982978
-0.89555466,-0.52682126,-0.6550572,1.1192799,-0.96791095,-0.5433913,-0.116712935
-0.88966763,-0.52029026,-0.6389428,1.1402402,-0.980314,-0.5362363,-0.08448518
-0.9006758,-0.5238098,-0.64078164,1.1408778,-0.969807,-0.53684896,-0.07761639
-0.89614475,-0.518705,-0.6270733,1.1496214,-0.95104074,-0.53331953,-0.05763481
-0.91369045,-0.52585226,-0.62871885,1.12498,-0.9294596,-0.5390294,-0.075664714
-0.929407,-0.53010345,-0.6323189,1.1056213,-0.914191,-0.54284406,-0.09765157
-0.9322505,-0.5429169,-0.6420163,1.063674,-0.84965134,-0.5509524,-0.14723907
-0.9677428,-0.54617643,-0.6552053,1.0624397,-0.8917755,-0.54710853,-0.13533871
-0.92143166,-0.5345299,-0.6360723,1.0840546,-0.81883574,-0.53378254,-0.09447209
-0.97071934,-0.5622505,-0.67841476,1.0147476,-0.82809806,-0.5490047,-0.15363485
-0.9485285,-0.55570424,-0.6834849,1.038069,-0.79118526,-0.54487276,-0.09744664
-0.9396631,-0.562376,-0.69671667,1.0449029,-0.81002545,-0.55290484,-0.09523062
-0.9090806,-0.5578476,-0.6938628,1.056979,-0.81927365,-0.559363,-0.07238255
-0.84752667,-0.5356912,-0.67091405,1.1088634,-0.8186636,-0.55841917,-0.02032416
-0.81882584,-0.5333607,-0.66737974,1.1127737,-0.7820618,-0.55912304,-0.02850575
-0.7940514,-0.53195167,-0.66212225,1.0963632,-0.710356,-0.5501632,-0.034450877
-0.8050841,-0.5316534,-0.67291516,1.0848017,-0.73181856,-0.55224895,-0.031061403
-0.8143008,-0.52752936,-0.67369914,1.0937752,-0.7719207,-0.54638857,-0.0066908374
-0.8554192,-0.53755116,-0.6940696,1.0698142,-0.8567578,-0.5559572,-0.035643917
-0.88350034,-0.5513778,-0.7175212,1.0412196,-0.88303465,-0.5666722,-0.07719781
-0.84441805,-0.55101997,-0.7145261,1.0554132,-0.8125186,-0.5643457,-0.06922421
-0.90092283,-0.5534507,-0.73084587,1.063017,-0.9605047,-0.56927633,-0.05529338
-0.8969552,-0.5470487,-0.72268844,1.0630195,-0.96207315,-0.5711173,-0.068206586
-0.8904866,-0.54395247,-0.71212727,1.0711291,-0.9870956,-0.56894386,-0.07274547
-0.8961166,-0.53888804,-0.7071639,1.0765183,-1.0383406,-0.5687463,-0.05886501
-0.90042406,-0.5421879,-0.71462107,1.0672094,-1.0330081,-0.570329,-0.066242486
-0.87180114,-0.5240132,-0.6925346,1.1048632,-1.03943,-0.5537958,-0.013989702
-0.86045396,-0.51715684,-0.6872546,1.1192935,-1.061697,-0.54941165,-0.0012537166
-0.8208969,-0.5010252,-0.66603863,1.1485677,-1.0134542,-0.53444207,0.035190396
-0.8291249,-0.50870633,-0.6769333,1.1320148,-1.011093,-0.53456104,0.013426557
-0.8096218,-0.5065291,-0.67728895,1.1532121,-0.94528186,-0.5256164,0.05983375
-0.8225852,-0.50597703,-0.68373704,1.1833494,-0.999177,-0.52190775,0.10001872
-0.8260964,-0.5101503,-0.6907697,1.1849769,-1.0064412,-0.52568173,0.097288385
-0.8135392,-0.51601446,-0.6927166,1.1754932,-0.9509584,-0.52839303,0.078342766
-0.8172283,-0.5046877,-0.6767138,1.200962,-0.9911251,-0.52083147,0.105155386
-0.8572189,-0.51477814,-0.69193673,1.1714182,-1.0528128,-0.53291243,0.06435658
-0.81215894,-0.50238323,-0.6629872,1.1874151,-0.9680066,-0.523989,0.093309775
-0.8098711,-0.5079214,-0.6578103,1.1642275,-0.9446857,-0.52898395,0.06649652
-0.7963947,-0.5093287,-0.65531534,1.1572533,-0.9228088,-0.53904974,0.065525234
-0.8353361,-0.5140244,-0.669274,1.177486,-1.0244433,-0.54008013,0.11002898
-0.87215126,-0.5252164,-0.69275844,1.1565431,-1.0941546,-0.5469697,0.098965846
-0.89911574,-0.52418035,-0.70157564,1.1426593,-1.1016419,-0.53966546,0.095200956
-0.90206933,-0.522967,-0.7052752,1.1509775,-1.1209648,-0.5327338,0.10838238
-0.86547047,-0.5111698,-0.6938853,1.1741469,-1.091836,-0.52224374,0.15259297
-0.83627,-0.5094973,-0.6921071,1.1730859,-1.0410593,-0.5227743,0.15169662
-0.7850394,-0.49443334,-0.66994226,1.2087098,-0.9701538,-0.51370645,0.18937582
-0.7486269,-0.47812667,-0.6499715,1.2476254,-0.95946515,-0.50423706,0.2442028
-0.7355852,-0.47460008,-0.6492237,1.2611108,-0.9452151,-0.50151235,0.27457625
-0.7472385,-0.47915363,-0.66090924,1.2603544,-0.9582416,-0.50038576,0.2945735
-0.7799747,-0.4883438,-0.6771935,1.2283409,-1.0140727,-0.50959104,0.25511304
-0.79647124,-0.49581897,-0.68738997,1.1961749,-1.0404983,-0.5238316,0.18956755
-0.7695744,-0.4887607,-0.6765772,1.2069736,-0.9963361,-0.51922524,0.18851121
-0.75338674,-0.48528504,-0.67152494,1.2171736,-0.9639847,-0.5146875,0.194761
-0.73874855,-0.481064,-0.6640773,1.2249615,-0.92983043,-0.50922287,0.21293686
-0.73655784,-0.48459,-0.665241,1.2044094,-0.92100894,-0.51797837,0.17608349
-0.72927237,-0.48760352,-0.6666979,1.1970501,-0.88325137,-0.5241783,0.16939232
-0.68698114,-0.46935347,-0.6397879,1.2433624,-0.8401601,-0.51031756,0.26024964
-0.69701034,-0.48355466,-0.6520852,1.2011614,-0.8539473,-0.5291529,0.21108615
-0.7152881,-0.4848649,-0.6533116,1.1977835,-0.9003415,-0.53342056,0.20811564
-0.6913129,-0.49109876,-0.6529246,1.1803942,-0.84918,-0.54548943,0.16140388
-0.66919565,-0.48913085,-0.6435121,1.190472,-0.83472925,-0.5528087,0.13447542
-0.6218089,-0.4731273,-0.6161655,1.2310414,-0.78163636,-0.54831713,0.15796106
-0.61658823,-0.47523278,-0.61362094,1.2197294,-0.766917,-0.56040883,0.123617455
-0.6476207,-0.4846986,-0.6245015,1.1917772,-0.81547344,-0.5766255,0.07587247
-0.65290177,-0.4946003,-0.63569045,1.1645045,-0.7691025,-0.5909805,0.024778157
-0.6791962,-0.5037669,-0.6518595,1.1504278,-0.7985684,-0.6046458,-0.0028338134
-0.66441447,-0.49711132,-0.6443982,1.1647686,-0.7875251,-0.6027516,0.017740905
-0.67194086,-0.50079143,-0.65349925,1.1537805,-0.8171427,-0.61464417,-0.015667215
-0.6329714,-0.50206167,-0.6510148,1.1455004,-0.74388456,-0.6215551,-0.05131237
-0.53848296,-0.47281972,-0.60813284,1.221672,-0.6382079,-0.59830594,0.040147856
-0.5239385,-0.4699294,-0.6092234,1.2424924,-0.6407579,-0.59849435,0.06920191
-0.5355543,-0.4740913,-0.61995745,1.2397964,-0.6507388,-0.6021291,0.076449044
-0.5244682,-0.48136422,-0.6269653,1.2339158,-0.5969446,-0.6038797,0.076464675
-0.5756991,-0.5022936,-0.65851617,1.1988714,-0.6525439,-0.61309534,0.04195163
-0.56701076,-0.50131214,-0.6585748,1.2002342,-0.6370912,-0.61356133,0.043783322
-0.5615506,-0.49143344,-0.65009296,1.2165506,-0.6638793,-0.61729854,0.045696344
-0.58294773,-0.4701813,-0.6338971,1.2610856,-0.74128103,-0.6126788,0.096150614
-0.5867765,-0.47472948,-0.6468344,1.2608745,-0.70332587,-0.6211922,0.06600305
-0.5859905,-0.48790383,-0.6666219,1.2400308,-0.6608823,-0.6277224,0.013721168
-0.5539156,-0.48427302,-0.66818225,1.2430282,-0.5823673,-0.63522744,0.008120425
-0.5818915,-0.49000603,-0.6869691,1.2657652,-0.640975,-0.64562386,-0.007637985
-0.5177075,-0.4600737,-0.65444815,1.3265783,-0.6111028,-0.62854815,0.06836252
-0.48411214,-0.4463539,-0.6445551,1.3482978,-0.5859911,-0.62572944,0.10019606
-0.49820638,-0.44584197,-0.65085626,1.3308452,-0.62189734,-0.6293464,0.09813714
-0.48254377,-0.44535837,-0.6554011,1.3123757,-0.5848678,-0.6340146,0.08638231
